# masse: 1
# raumintervall: 1000
# zeitintervall: 1000
# zeitpunkte: 10000
# raumpunkte: 10
# ordnung: 50
# Präzision: f64
# Wiederholungen: 1
# Zeitpunkte Änderung: 50 Gesamtmessungen: 1
# Raumpunkte Änderung: 10 Gesamtmessungen: 380
# Ordnung Änderung: 1 Gesamtmessungen: 1
# Masse Änderung: 1 Gesamtmessungen: 1
# Plotte:
#Masse Ordnung Zeitpunkte Raumpunkte Zeit mittel_abw_betr_num_anal  mittel_betr_anal norm_betr_num

1 50 10000 10 1000.0000000001588 0.02463542309076889 0.021887639503315952 0.4999228621200316 
1 50 10000 20 1000.0000000001588 0.03531778467915762 0.027247539645658812 1.266432182020248 
1 50 10000 30 1000.0000000001588 0.029004173491294832 0.02622081569367926 1.020070841107586 
1 50 10000 40 1000.0000000001588 0.028970475218613706 0.028140158570434632 1.0021775128813057 
1 50 10000 50 1000.0000000001588 0.027725898968665962 0.027663284990891542 1.0029730728345998 
1 50 10000 60 1000.0000000001588 0.025842171887671787 0.027795906006796198 1.000000000000002 
1 50 10000 70 1000.0000000001588 0.024618907033631836 0.028181429569448885 1.0000000000000029 
1 50 10000 80 1000.0000000001588 0.021932769871786807 0.028244574222009135 1.0000000000000042 
1 50 10000 90 1000.0000000001588 0.020924048319767585 0.02818637543135845 1.0000000000000002 
1 50 10000 100 1000.0000000001588 0.01760696360365937 0.028266285920450846 1.0000000000000007 
1 50 10000 110 1000.0000000001588 0.015586148302284287 0.028247144868615508 1.0000000000000013 
1 50 10000 120 1000.0000000001588 0.013551395306643232 0.028282935377372205 1.0000000000000009 
1 50 10000 130 1000.0000000001588 0.011769875795602586 0.02824203663487716 0.9999999999999987 
1 50 10000 140 1000.0000000001588 0.010441170585867904 0.028230959200217867 0.9999999999999998 
1 50 10000 150 1000.0000000001588 0.009134011465396457 0.028264135255594888 0.9999999999999989 
1 50 10000 160 1000.0000000001588 0.008130511913622419 0.028270522949244134 1.000000000000001 
1 50 10000 170 1000.0000000001588 0.007269316160992551 0.028282455983322415 1.0000000000000038 
1 50 10000 180 1000.0000000001588 0.006489191667352321 0.02823076331251468 1.0000000000000009 
1 50 10000 190 1000.0000000001588 0.005864599301643795 0.02827205110911152 1.0000000000000007 
1 50 10000 200 1000.0000000001588 0.005304852757640162 0.028290079183293137 1.0000000000000022 
1 50 10000 210 1000.0000000001588 0.004825283213507443 0.028276077328324087 1.0000000000000024 
1 50 10000 220 1000.0000000001588 0.0044176604986778 0.02827400360052329 0.9999999999999983 
1 50 10000 230 1000.0000000001588 0.004042274331622031 0.02827013385504603 0.9999999999999992 
1 50 10000 240 1000.0000000001588 0.003719880116723126 0.02828673177017746 1.0000000000000018 
1 50 10000 250 1000.0000000001588 0.0034300977409718624 0.028287988513230406 1.0000000000000007 
1 50 10000 260 1000.0000000001588 0.0031717263400308214 0.02828426963342026 0.9999999999999978 
1 50 10000 270 1000.0000000001588 0.002946903930522823 0.028275189263446587 0.9999999999999977 
1 50 10000 280 1000.0000000001588 0.002740951721740808 0.028283247753957946 0.999999999999998 
1 50 10000 290 1000.0000000001588 0.0025577941396061257 0.028296245721694504 1.0000000000000007 
1 50 10000 300 1000.0000000001588 0.0023912920419264837 0.02829090894148519 1.0000000000000007 
1 50 10000 310 1000.0000000001588 0.0022397511774130854 0.028280714350155212 0.9999999999999987 
1 50 10000 320 1000.0000000001588 0.0021026914735828915 0.028289943391306006 0.9999999999999993 
1 50 10000 330 1000.0000000001588 0.0019772750962373576 0.028293881974286186 0.9999999999999997 
1 50 10000 340 1000.0000000001588 0.0018641001223335027 0.02829427925070855 1.0000000000000002 
1 50 10000 350 1000.0000000001588 0.0017593377721492687 0.028290458780947835 0.9999999999999986 
1 50 10000 360 1000.0000000001588 0.0016633033011662142 0.02828848948764025 0.9999999999999989 
1 50 10000 370 1000.0000000001588 0.0015748124912829176 0.028293933257919904 0.9999999999999989 
1 50 10000 380 1000.0000000001588 0.001492936848672105 0.028296788456530487 1.0000000000000004 
1 50 10000 390 1000.0000000001588 0.0014181374218914437 0.02829614784581233 0.999999999999998 
1 50 10000 400 1000.0000000001588 0.0013479116194329648 0.02828820975383962 0.9999999999999993 
1 50 10000 410 1000.0000000001588 0.0012830553453039158 0.02829490665740729 1.0000000000000036 
1 50 10000 420 1000.0000000001588 0.001222850808211924 0.028298691474625305 0.9999999999999993 
1 50 10000 430 1000.0000000001588 0.001166527882521676 0.02829681887723078 1.0000000000000004 
1 50 10000 440 1000.0000000001588 0.0011146720087453039 0.02829399392847536 1.0000000000000004 
1 50 10000 450 1000.0000000001588 0.0010655861663730506 0.028294624905940407 0.9999999999999972 
1 50 10000 460 1000.0000000001588 0.0010196213235109785 0.02829801206817043 0.9999999999999986 
1 50 10000 470 1000.0000000001588 0.0009767788049307607 0.028298587182409185 1.000000000000002 
1 50 10000 480 1000.0000000001588 0.0009363901980017583 0.02829727522883716 1.000000000000002 
1 50 10000 490 1000.0000000001588 0.0008988684608274296 0.02829393114555638 0.9999999999999977 
1 50 10000 500 1000.0000000001588 0.0008633079701096322 0.02829741880155273 0.9999999999999982 
1 50 10000 510 1000.0000000001588 0.0008296777695670399 0.0282999522267191 0.9999999999999993 
1 50 10000 520 1000.0000000001588 0.000798129697018833 0.028298741507659105 0.9999999999999987 
1 50 10000 530 1000.0000000001588 0.0007681951722310856 0.028295377573846838 1.0000000000000002 
1 50 10000 540 1000.0000000001588 0.0007401088146635494 0.028297757619614547 0.9999999999999986 
1 50 10000 550 1000.0000000001588 0.0007134963135404906 0.02829969911517142 0.9999999999999986 
1 50 10000 560 1000.0000000001588 0.0006881890138104508 0.028299403753506147 1.0000000000000004 
1 50 10000 570 1000.0000000001588 0.0006642803096231329 0.028298029946727813 0.9999999999999998 
1 50 10000 580 1000.0000000001588 0.0006415292576138396 0.02829700766952206 0.9999999999999982 
1 50 10000 590 1000.0000000001588 0.0006199967678260724 0.028299188409873933 0.9999999999999998 
1 50 10000 600 1000.0000000001588 0.0005995337455987377 0.028300220457753246 0.999999999999999 
1 50 10000 610 1000.0000000001588 0.000580012544072891 0.028299436630397072 1 
1 50 10000 620 1000.0000000001588 0.0005614530919905561 0.028296762523768584 0.9999999999999981 
1 50 10000 630 1000.0000000001588 0.0005437534334866075 0.028299020983176 1.0000000000000009 
1 50 10000 640 1000.0000000001588 0.0005269045165586971 0.028300508391496854 1.0000000000000004 
1 50 10000 650 1000.0000000001588 0.0005108412559064994 0.02829984453803962 0.9999999999999993 
1 50 10000 660 1000.0000000001588 0.0004954734553806862 0.028298349629641933 1.0000000000000022 
1 50 10000 670 1000.0000000001588 0.00048078237978880703 0.028298679168725017 1 
1 50 10000 680 1000.0000000001588 0.0004667281961662731 0.028300071615677103 1.0000000000000002 
1 50 10000 690 1000.0000000001588 0.0004532963968560981 0.028300364764361246 1 
1 50 10000 700 1000.0000000001588 0.00044045985810306693 0.02829955975287762 0.9999999999999999 
1 50 10000 710 1000.0000000001588 0.0004281458038426761 0.028298097229522395 1.0000000000000004 
1 50 10000 720 1000.0000000001588 0.00041633357779156244 0.028299746463946382 1.0000000000000024 
1 50 10000 730 1000.0000000001588 0.0004049899828574789 0.02830069247209738 0.9999999999999981 
1 50 10000 740 1000.0000000001588 0.00039410326611651503 0.028300135479274947 0.9999999999999988 
1 50 10000 750 1000.0000000001588 0.00038367877509498714 0.02829856440063377 1.0000000000000007 
1 50 10000 760 1000.0000000001588 0.0003736536548957368 0.02829957267718129 0.9999999999999991 
1 50 10000 770 1000.0000000001588 0.00036401667552852146 0.028300549016950186 1.000000000000001 
1 50 10000 780 1000.0000000001588 0.0003547363761510547 0.028300418019708968 0.9999999999999981 
1 50 10000 790 1000.0000000001588 0.000345795216870925 0.028299604461019815 1.0000000000000007 
1 50 10000 800 1000.0000000001588 0.0003372134440327402 0.02829911784999361 0.999999999999999 
1 50 10000 810 1000.0000000001588 0.0003289390570078413 0.028300256985031844 1 
1 50 10000 820 1000.0000000001588 0.00032096754575543907 0.028300726983213086 1.0000000000000013 
1 50 10000 830 1000.0000000001588 0.00031327924453239907 0.028300228108820595 1.0000000000000009 
1 50 10000 840 1000.0000000001588 0.00030584924856236624 0.02829895747986274 0.9999999999999993 
1 50 10000 850 1000.0000000001588 0.0002987012198870649 0.028300071847057396 1.0000000000000002 
1 50 10000 860 1000.0000000001588 0.0002917968113764112 0.028300800558433946 1.0000000000000022 
1 50 10000 870 1000.0000000001588 0.00028512711224047574 0.02830050582193356 0.9999999999999993 
1 50 10000 880 1000.0000000001588 0.00027868441174254893 0.028299636372988674 1.0000000000000004 
1 50 10000 890 1000.0000000001588 0.0002724425576225778 0.028299817606408265 0.9999999999999976 
1 50 10000 900 1000.0000000001588 0.00026642339038164417 0.02830061219933615 0.9999999999999989 
1 50 10000 910 1000.0000000001588 0.00026060308339411766 0.02830076091138167 1.0000000000000004 
1 50 10000 920 1000.0000000001588 0.0002549685369512461 0.02830025658221733 0.9999999999999996 
1 50 10000 930 1000.0000000001588 0.000249517688170632 0.028299509105521016 1.000000000000002 
1 50 10000 940 1000.0000000001588 0.0002442256111929707 0.028300438438024173 0.9999999999999996 
1 50 10000 950 1000.0000000001588 0.00023910841018237564 0.02830091732339165 1.0000000000000009 
1 50 10000 960 1000.0000000001588 0.00023415359776357935 0.0283006004384588 0.9999999999999998 
1 50 10000 970 1000.0000000001588 0.00022935018321505044 0.02829974201357858 1.0000000000000022 
1 50 10000 980 1000.0000000001588 0.00022469734317301281 0.028300283788825726 1.0000000000000009 
1 50 10000 990 1000.0000000001588 0.0002201738155191109 0.028300867146758005 0.9999999999999998 
1 50 10000 1000 1000.0000000001588 0.00021578924546734605 0.028300809177741453 1.0000000000000004 
1 50 10000 1010 1000.0000000001588 0.00021153582710488873 0.028300283044057635 0.9999999999999999 
1 50 10000 1020 1000.0000000001588 0.00020740709815893563 0.02830003556192358 0.9999999999999997 
1 50 10000 1030 1000.0000000001588 0.00020340228506760596 0.02830072677562939 1.0000000000000013 
1 50 10000 1040 1000.0000000001588 0.0001995048303335557 0.028300985173107276 1.0000000000000016 
1 50 10000 1050 1000.0000000001588 0.00019572043806802337 0.02830065710030985 1 
1 50 10000 1060 1000.0000000001588 0.00019204285873650144 0.02829995876759835 1.0000000000000009 
1 50 10000 1070 1000.0000000001588 0.00018846875067151622 0.028300603802600664 1.0000000000000004 
1 50 10000 1080 1000.0000000001588 0.00018499716870310558 0.028301027939611926 1.0000000000000004 
1 50 10000 1090 1000.0000000001588 0.00018161468021142243 0.028300867986032627 0.9999999999999991 
1 50 10000 1100 1000.0000000001588 0.0001783252890707107 0.028300316914882325 1.0000000000000002 
1 50 10000 1110 1000.0000000001588 0.00017512416932232965 0.028300434901707517 0.9999999999999971 
1 50 10000 1120 1000.0000000001588 0.00017200928475812714 0.028300941986524518 0.9999999999999992 
1 50 10000 1130 1000.0000000001588 0.00016898085222925862 0.028301027810248257 1.000000000000001 
1 50 10000 1140 1000.0000000001588 0.0001660270102107675 0.028300682168313118 1.0000000000000016 
1 50 10000 1150 1000.0000000001588 0.00016315015347106407 0.028300260306586594 0.9999999999999982 
1 50 10000 1160 1000.0000000001588 0.0001603468085826405 0.028300834997674697 1.0000000000000024 
1 50 10000 1170 1000.0000000001588 0.00015761495249692762 0.028301114306329127 0.9999999999999987 
1 50 10000 1180 1000.0000000001588 0.0001549568176904578 0.028300909599623447 0.9999999999999981 
1 50 10000 1190 1000.0000000001588 0.00015236227053808414 0.028300381074572736 0.9999999999999989 
1 50 10000 1200 1000.0000000001588 0.00014983209991210514 0.02830071275243271 0.9999999999999997 
1 50 10000 1210 1000.0000000001588 0.00014736396153458204 0.02830108815583581 0.9999999999999992 
1 50 10000 1220 1000.0000000001588 0.00014495505187210643 0.028301054587393834 1.0000000000000018 
1 50 10000 1230 1000.0000000001588 0.0001426086898059723 0.028300688960106825 1.0000000000000016 
1 50 10000 1240 1000.0000000001588 0.00014031715583652515 0.028300550942347277 0.9999999999999989 
1 50 10000 1250 1000.0000000001588 0.00013807992530593345 0.0283010023214934 0.9999999999999988 
1 50 10000 1260 1000.0000000001588 0.00013589574974258575 0.028301155182274843 0.9999999999999986 
1 50 10000 1270 1000.0000000001588 0.0001337613627535947 0.02830092422561011 1.0000000000000004 
1 50 10000 1280 1000.0000000001588 0.00013167981941783922 0.028300498198811815 0.9999999999999964 
1 50 10000 1290 1000.0000000001588 0.00012964592588882723 0.02830090496485841 1.0000000000000007 
1 50 10000 1300 1000.0000000001588 0.00012765802459697894 0.028301174655604694 1.0000000000000004 
