# masse: 1
# raumintervall: 1000
# zeitintervall: 1000
# zeitpunkte: 100000
# raumpunkte: 1000
# ordnung: 50
# Präzision: f64
# Wiederholungen: 1
# Zeitpunkte Änderung: 100 Gesamtmessungen: 1
# Raumpunkte Änderung: 1000 Gesamtmessungen: 11
# Ordnung Änderung: 1 Gesamtmessungen: 1
# Masse Änderung: 1 Gesamtmessungen: 1
# Plotte:
#Masse Ordnung Zeitpunkte Raumpunkte Zeit mittel_abw_betr_num_anal  mittel_betr_anal norm_betr_num

1 50 100000 1000 999.9999999992356 0.00021578924534054397 0.028300809177741134 0.9999999999999976 
1 50 100000 2000 999.9999999992356 0.00005391721897875042 0.028301331173902763 0.9999999999999992 
1 50 100000 3000 999.9999999992356 0.00002395709696185514 0.028301375181184217 0.9999999999999999 
1 50 100000 4000 999.9999999992356 0.000013473994801418031 0.028301442217602515 0.999999999999998 
1 50 100000 5000 999.9999999992356 0.000008622605559692171 0.028301479201644837 1.0000000000000047 
1 50 100000 6000 999.9999999992356 0.000005987563187720737 0.028301488355683246 1.0000000000000027 
1 50 100000 7000 999.9999999992356 0.000004398835006180982 0.02830149240449476 1.0000000000000027 
1 50 100000 8000 999.9999999992356 0.00000336774693234029 0.0283014981878734 1.000000000000001
1 50 100000 9000 999.9999999992356 0.0000026608668885243743 0.028301502449596328 0.9999999999999893 
1 50 100000 10000 999.9999999992356 0.0000021552571475039973 0.028301504535453343 0.9999999999999974 
1 50 100000 11000 999.9999999992356 0.0000017811736129712725 0.02830150600358147 1.000000000000009 
